timestamp,symbol,side,order_id,price,amount,amount_usd,fee,fee_currency
2026-04-01T20:02:58Z,LINK-USD,buy,O5GEJC-KLXNF-UVRZYD,9.00971,0.93047788,8.398074680463399,0.033533,USD
2026-04-01T20:03:11Z,TAO-USD,buy,OACUSB-Z74DV-TQBML6,314.7039,0.02429,7.646522339507327,0.03057668,USD
2026-04-01T20:03:24Z,XRP-USD,buy,OOKY42-A4MQ2-7WMNWN,1.35092,3.10564077,4.1986710508023055,0.01678189,USD
2026-04-01T21:03:47Z,TAO-USD,buy,OIDWWK-ZLSI7-OUJVQ4,310.7506,0.02458,7.639521230950382,0.03055303,USD
2026-04-01T21:12:45Z,TAO-USD,buy,OU4ZVH-DYUHI-JTYBJ4,312.9343,0.02439,7.639219543755931,0.03052989,USD
2026-04-01T21:17:49Z,TAO-USD,buy,OOPNGX-I2TK4-ZIZ5VV,312.5008,0.02444,7.634554305892111,0.03055009,USD
2026-04-01T14:21:45-0700,TAO-USD,buy,OCCJSM-OEABQ-74YES4,313.0844,0.02439,7.631434251831826,0.03054455,USD
2026-04-01T14:26:14-0700,TAO-USD,buy,OGCH3M-XPKTJ-XNE6CH,313.5283,0.02436,7.6280306723859646,0.03055023,USD
2026-04-01T14:43:27-0700,TAO-USD,buy,ONHPB2-6YYMV-J3RM63,311.766,0.02445,7.623877786550482,0.03049072,USD
2026-04-01T15:48:27-0700,LINK-USD,sell,OXXZQZ-ZGHAI-CLCALM,8.94267,0.93047788,8.3209566231396,0.033284,USD
2026-04-01T15:49:17-0700,ETH-USD,buy,OARXK2-TMYMY-CAN42M,2143.35,0.00664415,14.240494053610277,0.05696,USD
2026-04-01T15:49:26-0700,RENDER-USD,buy,OKCLXC-BFFQJ-XGXC4J,1.763,14.21262,25.0,0.1002842,USD
2026-04-01T17:02:47-0700,ETH-USD,buy,OPVU5V-O23PL-KSBLMK,2137.15,0.00665175,14.219047181285573,0.05686,USD
2026-04-01T17:02:55-0700,RENDER-USD,buy,OMJT2Y-YMI6I-J2R5YM,1.761,14.18842,25.0,0.1,USD
2026-04-01T17:27:21-0700,ETH-USD,buy,OIQCLB-L4ZCP-KRTC5S,2138.96,0.00663823,14.198714722491662,0.0568,USD
2026-04-01T17:27:31-0700,RENDER-USD,buy,OZQG4K-7Y2KM-EVXUAW,1.775,14.06074,25.0,0.0998875,USD
